noun,modifier,Verb,sentence2,label,sentence1,idx
number,historic,,You use a historic number to index material.,2,You use a number to index material.,2107.0
color,diaphanous,,Diaphanous color has wave lengths.,2,Color has wave lengths.,10584.0
meat,primary,,Primary meat contains protein.,2,Meat contains protein.,5790.0
bureau,public,,A public bureau is for keepsakes.,2,A bureau is for keepsakes.,9512.0
watch,perfect,,A perfect watch times an event.,2,A watch times an event.,8252.0
pork,young,,Some young pork is sweet.,2,Some pork is sweet.,11789.0
pan,hot,,You use a hot pan to store foods.,2,You use a pan to store foods.,5752.0
vent,radial,,A radial vent is found on a roof.,2,A vent is found on a roof.,6487.0
tennis,indoor,,Indoor tennis is one of many sports.,2,Tennis is one of many sports.,13913.0
building,proposed,,A proposed building is divided into floors.,2,A building is divided into floors.,9451.0
blister,individual,,An individual blister hurts for a long time.,2,A blister hurts for a long time.,11792.0
cleaning,slight,,Sometimes slight cleaning causes an allergenic reaction.,2,Sometimes cleaning causes an allergenic reaction.,13953.0
sword,precious,,A precious sword is for killing.,1,A sword is for killing.,7886.0
hose,blue,,A blue hose has an empty core.,2,A hose has an empty core.,3136.0
lobster,fake,,A fake lobster is boiled.,0,A lobster is boiled.,1504.0
test,likely,,This is a likely test wants whoat.,2,This is a test wants whoat.,2837.0
fish,legal,,A legal fish lives underwater.,0,A fish lives underwater.,15874.0
pan,removable,,A removable pan is for cooking food.,2,A pan is for cooking food.,10888.0
book,hypothetical,,A hypothetical book is used for solving problems.,0,A book is used for solving problems.,15354.0
piano,virtual,,A virtual piano is for percussing string sounds.,1,A piano is for percussing string sounds.,4853.0
desert,polar,,Polar desert is offered at the end of dinner.,0,Desert is offered at the end of dinner.,8618.0
adult,new,,A new adult keeps property.,2,An adult keeps property.,8735.0
fish,winged,,Winged fish breaths in the water.,2,Fish breaths in the water.,633.0
accident,alleged,,An alleged accident happens to anyone.,2,An accident happens to anyone.,1.0
internet,virtual,,The virtual internet streams video.,2,The internet streams video.,2232.0
bill,astronomical,,An astronomical bill is for totalling money owed.,2,A bill is for totalling money owed.,7092.0
president,past,,The past president governs the nation.,1,The president governs the nation.,3648.0
plate,false,,A false plate is used for putting food on.,0,A plate is used for putting food on.,11326.0
mouse,dead,,A dead mouse enters a mousehole.,0,A mouse enters a mousehole.,6013.0
politicians,conscious,,Conscious politicians runs for president.,2,Politicians runs for president.,9480.0
sale,potential,,A potential sale is for selling more by reducing the price.,2,A sale is for selling more by reducing the price.,12895.0
priest,so-called,,A so-called priest performs a baptism.,1,A priest performs a baptism.,6620.0
spreadsheet,numerical,,A numerical spreadsheet is much larger than the screen.,2,A spreadsheet is much larger than the screen.,15657.0
meditation,minute,,The effect of minute meditation is a subjective change in consciousness .,2,The effect of meditation is a subjective change in consciousness .,8799.0
cat,homeless,,A homeless cat fancies certain foods over others.,2,A cat fancies certain foods over others.,12125.0
knowledge,lexical,,Lexical knowledge opens a mind.,2,Knowledge opens a mind.,10803.0
cue,possible,,Possible cue is used for billiards.,0,Cue is used for billiards.,743.0
vessel,possible,,A possible vessel is for moving.,2,A vessel is for moving.,5715.0
science,pure,,Pure science furthers medicine.,2,Science furthers medicine.,3789.0
winter,glad,,The glad winter brings cold.,0,The winter brings cold.,10736.0
tool,virtual,,A virtual tool is for adjusting something.,0,A tool is for adjusting something.,9292.0
actress,beautiful,,A beautiful actress cries convincingly on cue.,2,An actress cries convincingly on cue.,7114.0
stomach,modified,,"The modified stomach has lots of mucus, acid, and muscles.",2,"The stomach has lots of mucus, acid, and muscles.",3333.0
denim,durable,,You use durable denim to make pants.,3,You use denim to make pants.,7897.0
shirt,woven,,A woven shirt is for dressing.,2,A shirt is for dressing.,7524.0
candy,organic,,Organic candy coats chocolate.,2,Candy coats chocolate.,9231.0
engineer,chief,,A chief engineer brings a drawing.,2,An engineer brings a drawing.,14729.0
minister,current,,A current minister is used for conducting a funeral.,2,A minister is used for conducting a funeral.,13115.0
soldier,weak,,Weak soldier are used to protect citizens of a country.,1,Soldier are used to protect citizens of a country.,4843.0
volume,bounded,,A bounded volume is for adjusting amplitude.,2,A volume is for adjusting amplitude.,14962.0
language,secret,,You use secret language to talk to somebody.,1,You use language to talk to somebody.,6132.0
top,false,,A false top bones a bottom.,0,A top bones a bottom.,5944.0
contraceptive,transdermal,,A transdermal contraceptive is for preventing reproduction.,2,A contraceptive is for preventing reproduction.,2362.0
technician,virtual,,A virtual technician fixes a device.,2,A technician fixes a device.,10252.0
wing,proposed,,A proposed wing is for airplanes.,2,A wing is for airplanes.,15942.0
entrance,hidden,,A hidden entrance is used for entering.,1,An entrance is used for entering.,7672.0
trainer,designate,,A designate trainer conditions an athelete.,2,A trainer conditions an athelete.,10565.0
album,19th,,A 19th album is for another word for record.,0,An album is for another word for record.,13665.0
weapon,generic,,A generic weapon is for destruction.,2,A weapon is for destruction.,380.0
instrument,confiscate,,A confiscate instrument is for playing.,1,An instrument is for playing.,10094.0
blood,sufficient,,Sufficient blood courses through veins.,2,Blood courses through veins.,996.0
army,inspiring,,An inspiring army battles a country.,2,An army battles a country.,5211.0
note,principal,,A principal note is used for aiding memorization.,2,A note is used for aiding memorization.,7924.0
triangle,golden,,A golden triangle is for creating a patter.,2,A triangle is for creating a patter.,10606.0
club,shabby,,A shabby club fines a late member.,2,A club fines a late member.,968.0
book,former,,A former book is used for learning about metal work.,1,A book is used for learning about metal work.,5237.0
gambler,big,,A big gambler wants to win money.,3,A gambler wants to win money.,9483.0
refuse,coarse,,Coarse refuse is for landfills.,2,Refuse is for landfills.,7043.0
smoking,false,,The effect of false smoking is ill health.,1,The effect of smoking is ill health.,234.0
horse,dead,,A dead horse is majestic.,1,A horse is majestic.,11429.0
remodeling,future,,Future remodeling is a costly addition.,3,Remodeling is a costly addition.,1403.0
fighting,real,,Real fighting reveals true intentions.,3,Fighting reveals true intentions.,12323.0
wing,top,,A top wing is for supporting an aircraft.,2,A wing is for supporting an aircraft.,6351.0
priest,athletic,,An athletic priest marries two lovers.,2,A priest marries two lovers.,7130.0
purse,pink,,A pink purse is for holding makeup.,2,A purse is for holding makeup.,6744.0
frog,fine,,A fine frog wins a princess.,3,A frog wins a princess.,8928.0
raise,lateral,,Lateral raise causes rise.,2,Raise causes rise.,5077.0
bullet,major,,You use a major bullet to shoot a can.,2,You use a bullet to shoot a can.,5622.0
bathroom,disgusting,,A disgusting bathroom is for going to relieve oneself in.,1,A bathroom is for going to relieve oneself in.,3318.0
thought,speculative,,A speculative thought touches a mind.,2,A thought touches a mind.,4500.0
one,new,,Any new one gives the gift of congratulations.,0,Any one gives the gift of congratulations.,13715.0
punch,blank,,A blank punch creates a hole in wood.,0,A punch creates a hole in wood.,10267.0
tourniquet,advanced,,An advanced tourniquet is used for stopping bleeding.,2,A tourniquet is used for stopping bleeding.,1060.0
shop,real,,A real shop is full of articles.,2,A shop is full of articles.,9859.0
mortar,plain,,A plain mortar is used in war.,2,A mortar is used in war.,7287.0
cat,dead,,A dead cat acts nonchalant.,0,A cat acts nonchalant.,2807.0
christian,fake,,A fake christian brings an offering.,1,A christian brings an offering.,9664.0
smoke,cool,,The effect of cool smoke is smoke inhalation.,2,The effect of smoke is smoke inhalation.,8306.0
knitting,stretch,,Something that might happen as a consequence of stretch knitting is you have tired hands.,2,Something that might happen as a consequence of knitting is you have tired hands.,5662.0
laziness,local,,Sometimes local laziness causes inventions.,0,Sometimes laziness causes inventions.,162.0
soap,much,,Much soap is used to clean dirty things.,2,Soap is used to clean dirty things.,12315.0
nursery,good,,A good nursery is likely to have a toy box.,3,A nursery is likely to have a toy box.,9255.0
object,past,,A past object gains speed.,0,An object gains speed.,1541.0
fur,synthetic,,Synthetic fur is for trapping.,2,Fur is for trapping.,9549.0
spirit,universal,,An universal spirit is for marking the presence of a feeling.,2,A spirit is for marking the presence of a feeling.,9976.0
temple,fourth,,A fourth temple is for religion.,2,A temple is for religion.,9878.0
creature,supposed,,You use a supposed creature to illustrate a nightmare.,2,You use a creature to illustrate a nightmare.,4615.0
coach,virtual,,A virtual coach times a runner.,2,A coach times a runner.,11051.0
saxhorn,original,,An original saxhorn is for playing in an orchestra.,2,A saxhorn is for playing in an orchestra.,1330.0
sun,likely,,The likely sun shines through the window.,2,The sun shines through the window.,6453.0
ball,imaginary,,You use an imaginary ball to play.,1,You use a ball to play.,6232.0
earth,natural,,The natural earth is over a billion years old.,2,The earth is over a billion years old.,4922.0
nanotechnology,molecular,,Molecular nanotechnology is very important.,2,Nanotechnology is very important.,14440.0
cleanliness,good,,Good cleanliness is next to godliness.,2,Cleanliness is next to godliness.,9216.0
country,mythical,,A mythical country is ruling the waves.,0,A country is ruling the waves.,4419.0
overload,progressive,,A progressive overload browns out the lights.,2,An overload browns out the lights.,8339.0
cigarette,standard,,A standard cigarette causes serious heath problems.,2,A cigarette causes serious heath problems.,12096.0
menu,former,,A former menu is used for listing choices available.,0,A menu is used for listing choices available.,10228.0
contestant,new,,A new contestant succeeds in a contest.,2,A contestant succeeds in a contest.,1346.0
silver,colloidal,,You use colloidal silver to make jewelry.,2,You use silver to make jewelry.,2580.0
industry,possible,,A possible industry is used for filling a need.,1,An industry is used for filling a need.,8807.0
diving,commercial,,Something that might happen as a consequence of commercial diving is drowning.,2,Something that might happen as a consequence of diving is drowning.,8865.0
think,faithful,,We faithful think we can make a difference.,2,We think we can make a difference.,15881.0
bat,common,,A common bat has wings.,2,A bat has wings.,9589.0
